SquareFeet,Price
1408,66.03068942327913
1056,54.21893286459695
1385,64.67990170284844
3313,179.44739401158668
1846,116.04583415085307
2639,140.5713361386888
923,69.39519223280497
3258,166.5909850758883
1467,38.626093478246894
774,16.340895853745927
1360,35.7656105835397
2591,151.6888846261248
1607,67.5003523035971
933,27.52058973256206
1309,46.031224295181026
2641,92.90432042411433
1698,65.53257611419453
1929,86.19595932081064
701,61.64332923748987
3046,185.8622871870946
3028,141.70871769007957
2511,103.72280418377119
829,58.897281322112036
709,46.58702602682852
3165,162.12789530576453
2478,74.63253386449065
1540,90.07708756764298
2654,129.59230884745014
664,13.601937369576259
1106,41.1095616104482
3176,159.2384976404585
1715,87.10931045241124
1719,95.54355067394071
1831,90.50031232649673
636,23.30087545445953
1452,44.20180223420989
1359,87.80635607732515
2415,77.79608149039338
3298,193.08126393321456
1611,92.50993427443407
660,31.200334593169355
2695,152.75682920180037
1084,55.73267687703193
3003,155.74194965699857
1611,100.85865624166311
2117,75.91882292431012
1644,101.5523565011427
2408,118.94084741720425
3499,140.275544530942
3380,156.41415361887806
3263,166.3362901144901
1232,81.67053799321133
1432,102.72923559613429
781,31.750651802625217
1300,78.89049858319618
970,56.410964902098584
1808,85.29224722138852
2058,122.21474979318592
1751,101.9759620597429
3438,175.25278860880366
1095,79.00082929409449
1147,79.12541974573757
1073,58.182841995674806
3201,123.06427366558685
2041,69.03259962019548
756,64.95518329592835
3011,165.6452267337763
1663,82.79145294202424
1528,76.6346603604509
2971,134.78132529567083
848,78.34900334013327
3489,192.7254901574157
1806,77.52274866143352
1086,63.21090725178844
2344,114.14205002795212
1506,90.32487690230533
3367,210.67949945658154
1239,59.06644677927835
1373,18.84060613290268
1286,83.88793810288595
1814,114.5965295622411
937,71.04572806135866
2347,109.64973204316469
2032,72.81898220954324
1520,75.33581198987817
3334,159.1967851147811
1441,77.90604306266619
3403,186.3130493472146
949,61.37906840223133
2014,114.03901598781268
1316,33.426540526163095
2607,104.78031212498878
2884,145.7557718654956
2190,126.07907366737707
2160,68.09620413399895
663,22.422384863353503
1445,96.04152204250042
1630,93.65836453035286
701,49.834984939807114
2305,130.46581941230784
3437,142.59086025981648
2362,127.15546896440456
1050,32.31047227114028
2172,138.02399626128584
2540,108.27127914812988
1403,41.724815415739364
2244,142.39571237274427
3082,138.0742197055893
1004,41.752699695699214
2509,143.40152783478962
2300,120.01348444415135
1979,78.02701885316685
3016,205.94934889443147
1997,90.06172930754963
2096,99.6843790514883
900,19.637552013381704
3430,159.4569614776426
3211,181.9531721940813
780,13.210916257235521
1528,73.04489770038117
3160,160.91212117004218
1504,97.52304614016009
2853,122.06074257150323
2891,132.53366288876614
2066,93.90387556646098
653,32.67784601461716
2905,186.04063219376593
3245,170.43175156188846
907,39.629798070449766
1553,66.03539752647715
3477,166.22883253785665
1895,125.43043850759085
3179,175.51028395300116
3495,179.43127544745528
1354,64.66446057860679
3050,122.12268823668718
507,21.7668324844607
3165,156.19351793895518
2685,134.38706904256472
3242,164.90671506302124
1351,68.17829937215724
1900,113.90512553373695
1432,58.71048872445622
626,45.67497572396064
2334,69.76227603063428
1077,30.603531496589547
2056,89.22574757935581
1304,69.89087483047685
1848,105.71513476047097
612,27.653530904975486
2467,137.29351648441335
1150,110.28597946241108
737,29.328567418012174
1884,78.43924465799945
1490,56.62639826346615
2383,130.22781741113027
2079,25.581117994795036
563,31.45821468594023
3002,146.63346261342627
1789,62.11036724287766
1103,76.95500845007241
3171,157.15020066532685
1943,105.23644653178833
2887,140.36641197150226
2368,116.36634815617086
1798,73.90715556618633
2774,107.10814064358144
1749,108.8921947600696
2463,76.57074665368833
2167,109.13795302717168
3456,180.64311400586513
2917,157.3339850148318
1307,49.02056195225228
1548,93.68681955178681
1198,87.00389138480281
792,43.00483225541386
2903,138.62441465170343
1337,81.4451254960552
2682,122.48865805172842
503,23.999399094693253
1750,90.51661938877281
3437,154.28903554173598
1180,60.22004686372021
2992,177.12648002720178
1941,122.77326079029736
3384,184.75133209843173
526,26.152068059155944
1236,87.5561206733364
2796,126.05937119945524
865,35.13563635166847
2471,143.5683287312338
1961,113.35182267921918
697,16.235877976199127
1429,38.03286014961099
2171,121.47068317855083
3185,165.3867951386457
1106,71.69881806781686
2620,136.35654000828
746,44.122096579026724
3400,181.0788172750299
1659,53.1564155413785
2231,121.58400648661518
2761,133.78970026730443
2650,122.68769939009869
2875,151.29020043677048
1095,73.65880601969687
1747,119.4440115042606
2804,132.37244246427355
1631,102.93013007041523
3474,185.98115598705635
2493,122.2009613590931
2503,140.1657942244098
2521,109.39646422252211
1916,125.84720545358127
2207,104.47379726838324
2082,157.49371473735752
500,59.159973592851664
1191,88.44966039571173
2074,84.26009161823426
1613,61.38108481105568
3047,156.39633458529758
3286,143.69689531128947
3183,140.37691652260276
843,31.11398952822845
3399,204.7180566079977
782,25.682811242636426
3266,179.96705547016776
2580,137.34531003411647
3002,128.19652604972842
2389,110.08796461437043
928,21.78362496851475
1327,59.417212064136486
2349,115.81135732301199
3238,168.4640626753708
2721,107.42204081317897
2269,118.48988393856297
593,30.208122974302498
1925,114.2583837753719
2967,166.98473725063954
904,49.49216410499481
1441,65.8360315602724
1709,79.3640559276199
1475,42.8233135585544
875,27.176803128155743
3250,174.41194437640806
997,41.93713751196516
1938,107.3775490565451
1889,118.11105702046521
2379,151.57939348631834
1238,52.085770229850944
919,50.59737102971119
3133,177.3045987754548
2475,142.34089741395258
2062,121.65165461950863
1898,98.64994336264584
1546,67.41247599804424
960,56.95648899741588
3267,202.26715460940568
2338,95.29318113409849
1968,78.02417527179195
3363,190.39594493979575
2542,133.7095880205354
2652,150.2455441058245
1140,41.3197175409264
2433,76.81911760804984
827,41.20809445487236
1106,55.754400487992335
2042,134.4051419010053
1938,97.95289870114276
2051,115.09974502035148
2717,125.86498747428065
2714,127.91645007122415
1833,89.60373213926493
3487,158.6330491196075
1094,26.701239252256826
3381,187.894215468658
2205,128.05946189315787
3382,154.93415395864415
3408,170.49471884772217
834,49.6637137467804
1241,79.74731916424636
1743,89.8417910935714
600,31.568437151945652
2963,228.7347855152425
2769,101.27629627079853
1702,109.49905062680425
674,10.83788832059372
1105,56.46924313591657
1280,108.77612704675548
2269,84.81515941046922
1348,54.68458317969491
1590,88.26859048523164
1980,98.7360597581799
1511,77.22274113755913
2673,132.51567251365677
1662,66.63807067345013
1124,43.76575449186685
3278,154.01602109376392
1679,97.30899139005447
1196,37.66492869935668
821,27.677703878744268
2996,152.6543488314905
3257,168.98582227100135
2551,161.58553249432077
3248,158.90413830222278
2247,96.2377230052169
3404,149.25006408369674
1402,81.39091563342846
1127,33.25600670927661
1402,87.78261309341944
1334,73.67726919927239
1104,56.834831200256694
1369,98.03362067808874
1633,115.31086274031705
1853,116.87149151135262
600,38.79592123223585
1194,63.78382172648782
1345,43.60090834086896
2441,136.3697597031615
2031,124.89794357178549
1171,42.85166880793581
737,56.787957959419145
2798,131.49840210250798
2940,159.4738437488775
3314,153.9776901530287
1805,96.61067875969086
521,22.948565292839845
2977,154.99660027320988
1753,100.439962723741
2506,138.4357396838617
900,54.099424331880016
1677,95.07320687780503
1506,79.44138073393992
2201,96.72391534997534
1909,88.8362953207971
1913,43.124075097771346
2234,129.16295730308883
2944,164.48963579193176
1086,44.171331580777135
1450,90.47136636208106
1330,77.31491154988512
2108,124.99453059447477
2747,146.79195779873234
1199,67.6292644689292
1694,97.56647784357355
951,46.45556570894174
2686,167.57495145453322
1254,74.54837012925474
1837,78.53489710556724
1869,88.04862212571992
887,10.090688522311424
1649,118.72947817880248
3266,161.95729156302124
1721,21.537046720803716
2222,73.32689504041629
2424,120.58817665406058
1209,50.56145395940456
947,103.57072266954538
850,56.389941840224004
1164,31.465387637267842
825,52.77912755140258
924,28.83800283796667
664,63.736324990604345
1701,50.08138821473369
3212,135.0053536220005
1173,60.68706397986805
2438,103.6676680694039
962,53.17466341580829
1253,62.75492467325042
2473,151.5849200985275
1247,98.91672952195364
546,18.23625563358083
3187,155.04840445169958
3477,169.59387202077014
837,19.61068013660296
1681,73.37948233785366
2338,118.8552971056734
3434,116.73719215718614
788,-4.106261913840541
615,-8.349496325904028
2123,124.95838582444023
3184,182.89436808912382
909,25.324308322654634
3046,141.29822183875112
1122,35.14760046704928
2100,129.13882512157252
3133,148.7243709377766
646,15.902362006727937
3320,144.80211167058073
2299,116.54698007188223
3191,190.4516182412734
1572,92.41592788379687
2841,179.3974979174228
616,9.812575535758366
2017,133.2265340724433
2084,92.0377150529824
2657,147.9722558138687
2502,144.77507767777914
2727,110.70971242100013
3109,158.1538612395376
1809,103.11298216271905
1015,19.90796509179229
574,42.198832680259784
3038,147.7556423699879
2411,110.17811299318821
1566,61.6004838320997
2022,103.75852783785234
528,9.843359003133372
1934,103.20097245699445
3403,166.34761927154983
2852,116.55425136894775
2486,108.23960536486351
2138,100.64401264537295
1277,80.81212734885351
3424,183.87612658573153
2269,78.08739806164911
1357,76.86768687629841
1904,56.78409153862962
1385,63.70860797958631
1112,65.75850785346348
590,36.74339890528163
1592,108.63269281553238
1117,53.020263672870755
2046,113.97925004931348
512,16.212867792563657
2140,82.8988870876677
2773,107.05916848606913
2969,177.81465492318657
667,-1.2807769331911203
1428,41.0599777088286
1902,69.73657897713264
1422,95.74515553519346
599,42.81450560557134
2854,191.24691715131138
2892,124.82897323599988
2312,109.00400276387458
1234,81.02034582964822
2108,89.06645362540621
1798,91.33471439192935
1933,161.4716948116093
1420,71.0580421732458
2159,114.44811375253607
784,35.77761582517097
2188,109.56926600172308
2720,152.09956701440035
2849,148.82562685246737
3370,175.56109070513855
500,39.89527655634514
2686,141.45674140153423
1207,93.06931801463094
2426,134.09162755528254
2255,92.6661112112437
2391,138.44777625601714
2989,114.39043967258283
3463,184.89457807306525
1686,42.96018432034485
2598,137.56504109096312
2790,143.78461488547762
1370,80.03147091822676
2568,91.30485277353174
3231,144.54999584299208
1130,57.71888794948925
2676,142.51155522455042
2008,76.06439950036352
2913,114.11635526475615
605,54.54776907744102
725,36.828579399055336
2307,119.18780598686612
3093,174.62909735609102
2699,144.51261619240807
2432,90.66090345568153
766,28.783037201854498
1786,49.94586726794223
1114,18.38727018452036
831,-3.4412406956073127
1894,137.4313807114627
1865,110.54426107349471
2918,173.59793980394164
3238,154.60945954518832
1169,48.985989089792994
2045,92.71672422324801
1127,89.29926059267572
1468,50.19723827907103
889,45.62438248836355
3176,150.5564103481344
681,22.498315019544137
2783,156.10794111854565
693,8.096752216727886
3139,170.21487564856454
2880,150.33066132712824
3107,122.56920340000656
3136,148.7600401765807
2185,91.23032240599393
620,19.08690006236955
2310,120.41237597874893
2893,158.1869549291681
1025,70.4534117296272
722,45.994623529126386
736,39.05579646350223
2653,108.68898942843788
1112,40.73136403575293
2076,106.11551735342793
1422,79.57677462533933
2691,131.49072213955992
1459,49.54025799778569
595,23.12281091898507
2900,129.27044046124072
3044,161.37862131741
2756,139.6971678324029
2836,163.92335747174025
562,-9.381885543222879
2942,154.11891903075946
2944,139.34762879918497
2129,113.82851912164989
1937,42.28807417217182
2894,107.83377888230177
2523,150.27707063421602
650,78.93030429110922
903,16.676041989042716
2937,138.1885617201059
3352,181.24083422544743
1095,32.238457882315444
627,19.472725023075064
2008,99.9044149493799
2297,149.55918916606015
3008,128.12131100475295
1607,66.81438510846455
2522,157.6375739237449
1659,38.390257331542486
1092,87.36267422468748
2961,148.3583323844896
1524,66.05248854265257
3267,186.92457613137506
1073,107.1859708687333
2871,150.43501669883204
2404,129.29638322887544
1981,75.91416355837538
616,-10.523228863292896
1241,25.53970092181403
1324,40.42077286961173
1842,98.58365743456338
3108,159.98415650477972
1669,82.7755690572244
2409,135.00387076781564
992,64.50669648855131
1714,79.38543236323964
2627,125.4228202900423
1242,86.41745110283867
917,40.27030349954009
2424,92.23065429356751
3460,184.60077269033712
2776,141.93498248895128
2363,130.9444810872315
2914,146.28085559475815
507,41.79992380871337
3057,175.87736328629535
1290,105.07516268812532
2390,60.04414713045784
2706,135.37630179983114
2282,96.00756385966915
2116,103.00158527756858
1679,72.93140979863374
995,15.805876361449307
1126,58.34194306940309
3071,132.42791663472474
2507,128.28241329890253
2370,85.17027695560117
1298,94.82565827291945
2638,166.32368587048938
2838,135.35504975059365
3114,159.7602847873599
2373,144.62877314910745
3223,166.15179264578157
3425,166.64973458490263
1124,63.40177273738595
921,73.93396016412389
1592,91.72112936646683
937,27.71155391023931
2649,133.00030681491558
1287,88.95227094889665
3412,157.10109112184804
2245,119.05387373231954
1721,102.8475281862069
2928,128.5485606197386
600,56.78751871294355
1909,103.02667185203437
1265,80.87891074643927
1681,52.52909902751905
1401,37.636162435464634
730,53.78604504999602
1004,37.8000977036059
2460,138.38430102567912
3210,154.7987639577063
2803,120.08260885031441
3079,161.88161011427147
2296,141.6295840666504
1160,106.77606720013553
3422,168.32481629486432
3134,156.20344792812955
623,51.675846196178725
2864,147.9403487595928
3289,143.6668886880071
1774,57.15370150158977
2129,120.86149708627566
1181,50.114467015645104
2076,79.13100460808418
2736,185.92227043360663
1733,100.30999634281949
1191,34.58625359809689
1820,81.27936504321242
2607,126.61216957701082
3038,173.06932943084811
2002,104.19268428503379
3089,158.56155510527356
2773,168.02298001059773
882,50.54276046414361
2764,162.21379781981062
3415,172.6886824629869
1008,35.63083170393463
1908,96.03526611442342
1611,101.90036394935946
1891,95.10489259847407
2995,178.02420373164287
2958,143.55050077335883
1229,52.70551772543726
1869,99.54742621496045
2764,120.72035461896144
2027,110.23448816088015
3011,154.72290441526633
1625,53.964893022094316
1821,60.43498053813899
2437,96.65220796346082
1634,70.09156507020325
874,39.60465325073084
3463,166.77844562535904
3299,142.5394040064817
2314,104.51407247549062
3071,153.46452328633924
3477,173.64541876898474
2667,153.97280981741923
782,39.937782445524064
1060,44.67349127067279
739,17.594781394507848
3242,182.98686901881814
1108,66.17010321641135
856,55.07968543658685
2374,122.20331768722477
3147,176.78534355789225
1929,67.18190084034207
2034,78.41724842077127
3062,152.32444305086122
2809,140.98280068717577
3482,178.35592860218148
1112,9.967308330908622
949,25.292675837700667
2153,90.11239241211595
1071,61.34988648170298
1401,64.7204942393968
2809,148.35634681009628
2586,94.24469513420911
2636,132.76688786916793
2243,85.82135567725278
2918,135.203223872362
1789,107.5003426151711
3493,175.15165891930098
2130,98.03489749796532
1791,99.88861983414104
897,53.11741339727164
3032,120.7223397154278
2629,151.65683638342117
1678,70.83457995588074
2211,111.28877227914123
2134,105.6710315015125
2057,123.78415374391912
2206,143.9394935444476
2989,116.12696963769571
1669,80.37355422625099
1113,30.925484655018348
3017,134.9348455920692
683,13.74047127191972
611,48.39212682063389
1750,84.92010901013617
3327,186.7840611474187
2645,102.1824020111721
2786,147.41542501636562
2951,147.65744066818448
1535,87.06758294866115
2061,97.91642709330918
1621,105.16571519359009
1875,88.56208683634111
2849,159.65861050582018
3322,146.3030445831893
3149,167.9996125913695
3041,184.09401394525628
3098,132.21512276407924
551,20.446054117823024
1540,96.65271770485309
1271,87.57060663846711
2382,127.99630810850147
930,57.07296885727425
1937,127.69104932612217
1270,56.498137662943876
1145,73.06459834618555
1901,99.94142611124309
3331,162.89310178401368
3394,162.53782768160139
1943,109.52144061327361
2728,147.57230912107644
1883,97.69843976855354
2811,124.15998267008874
3239,158.51591904331534
1261,71.24677855233882
1447,25.962164890372797
1195,37.59797455628864
1125,56.18049949007456
895,48.026652561877626
2999,159.10900367640562
2241,111.57005325120403
3055,168.45783743250513
1004,56.3127524750377
2360,146.37100176263993
2919,203.35333524052356
1709,101.44901398953108
2897,155.87420677397688
3162,146.9930432931888
1407,97.70354117081658
503,28.1547456836314
665,26.764169555176665
1915,90.12485397781688
2321,111.75032439525657
1602,96.47802975435215
1023,58.44897962419124
3332,154.07091634972562
3183,193.74477344552457
603,5.770286662066969
2227,129.1516284736287
1199,88.50526499579388
2677,158.60225740284366
2438,122.5317862193415
1808,105.80828163542057
948,61.74305411600451
1353,76.12590472007591
2109,124.36121749567323
3452,146.78240078267964
3024,136.32319412552286
2921,158.6322041518955
2471,128.55721941995142
3397,193.0613887605704
939,7.092169797110792
631,48.546469529280984
1630,87.18932049041305
3020,139.019970470192
713,43.876522780016565
2114,60.11794904938343
3427,185.35547748171746
1333,62.425509224815315
1344,59.015188503482875
1791,86.78454698311549
1805,111.2150880612267
1883,112.36565402960579
2303,116.63217502176771
1358,96.50675169933139
1249,92.0187826920758
1942,140.45257544832398
2421,158.59080037872585
1156,16.80256318644448
3076,152.98069302243798
3093,160.308784411374
2010,75.88054905041014
1308,73.27193393277413
2876,131.61439407837202
2753,167.65212739220254
1630,113.31342015070037
1095,28.22958882838084
1254,69.06817875613902
1940,107.39112848710243
1419,55.94016306896285
824,78.06959666627333
1939,113.75993048714979
1162,46.69785057948036
579,46.935149104249284
583,60.4336274142663
3331,194.037667882996
3367,157.58285465306201
3233,165.44589785494955
1534,30.118929156789896
2024,75.7101131854026
2141,99.48657170234665
1348,57.22493877551943
2569,153.8605115183939
2231,116.3709868377257
1860,97.58565679155038
1844,78.16818730258291
1653,65.12702921461852
2342,141.7158079302433
3412,152.46103639685322
863,35.62692380571562
1519,44.174365539857895
966,47.30764690829194
2886,134.83538940765092
1197,56.644331245682864
1411,67.48661271407389
1807,108.05197822983823
2764,120.95792792604547
813,77.40789680645821
3374,153.41170444916315
2764,142.53335124001737
2496,139.90516264347673
2817,170.78116956191838
2438,172.4379744885233
578,46.233538378635416
2312,120.62949179671486
2107,121.0188643058865
2219,132.46166522784512
2783,131.04046460540246
2592,98.56830725967076
2545,131.85552437110235
2123,105.37827772137784
2495,140.57486942164275
2113,107.12755653723521
1010,23.70371016705895
2131,123.10189525253053
610,35.37885356831982
1040,37.283252302324755
2229,127.25243812817567
2597,103.31932964463519
1445,68.1566158874165
2891,161.547148663741
1998,106.49301323075873
2276,96.94917597184369
1718,70.62785441666911
3491,198.64312739167497
2821,141.18833812879504
3226,158.5919431845661
1844,79.26211662427491
736,50.65705793460664
1162,48.24194881313546
2627,131.6926082807827
2622,118.03803875783447
1686,68.12739034018416
3226,188.81843776873305
2185,116.0141019440399
873,29.36821644617506
2974,130.2612547824383
1907,75.72794048474108
1111,73.54930984250863
2333,136.54092230993155
3309,183.42184791694382
3419,175.7713345613608
2287,106.23929917359284
2852,110.87317532560056
1907,150.739091074034
2174,93.82018362653997
1848,107.26344784815927
1797,100.30113469450248
3319,163.83113797615908
2130,88.60930094401894
971,31.61316025606557
2833,158.52665278768734
1114,26.10248462807339
2159,112.41860027127815
1727,82.79408386318795
950,58.7771714514677
3195,162.42991182665526
3239,161.74139737133385
2792,159.07382590747426
3133,169.8680945130022
2484,118.1576286677581
2532,112.51728016452579
901,74.26048738703349
2204,123.82332868930101
743,39.74469311995456
3081,129.31421097426636
2130,126.76896655154852
2446,132.1081817741898
3300,165.6688111652773
2309,134.19292714173534
2814,125.26970164379036
2181,111.14449270731502
2679,158.37028925786504
1297,85.63999158522374
3003,162.66216285684592
964,62.95844539900652
2774,158.3623944905662
945,33.68005562465945
2382,119.24382171743642
1624,82.42954740365232
2682,138.65232778807334
532,10.015330574586244
2155,124.30287795226353
2922,140.94192242901573
2281,112.66299280659678
2841,128.8178208705404
3179,155.17414903726078
1807,61.77742425421636
1575,99.32755163116168
2114,123.29504725993078
2122,139.85159253882472
2131,93.05590102692913
2556,97.99019762317917
3345,183.22061683088003
3216,192.1543823521335
2515,133.39350734422231
1942,72.42130965661971
686,55.46183106578373
2419,117.55058453813879
2000,90.61249447908574
2659,168.94083242699793
2095,91.05301566111427
747,46.19638003313946
1504,106.98671127113124
1531,79.23081063191057
3456,177.76866538508125
1812,100.14513817379384
1247,84.26695439115764
575,9.324572535242666
1564,70.81342628110923
1524,105.311865147096
712,48.99344684788919
1633,72.98583710702084
3152,172.2906612560299
1689,93.41750273641742
2979,150.55945580172428
1073,72.50684948954671
603,57.0826737353097
2470,110.78226256627829
1080,51.88161495641553
994,56.30732313402713
1387,68.38001352569877
1656,104.56026713809504
3165,191.36907703401766
3096,127.61319202809489
836,38.807176804141456
3014,172.9349693569539
665,52.36894078213453
1234,60.48622340317238
873,29.237754623039628
2018,117.32917226830382
2468,103.5184150748288
2164,110.75517548584133
2085,144.05340142570728
765,26.233962085753163
2598,83.57517442215843
3285,177.33288231994055
1700,67.87567221003641
1024,86.49175129717494
3047,178.57861989461844
2456,86.57829017407563
1623,69.88416005583764
858,50.04134097693679
1560,98.57737868480422
2150,98.38496416216823
928,22.70467457450065
535,51.34056264880287
1282,61.130930763479746
2577,148.82302274635617
560,34.22395227433869
1516,71.41291672356247
3383,151.56798152184612
2321,118.841291794149
655,44.059121120660805
1557,75.24844050139211
935,39.51070855169703
1935,89.35185679995983
556,42.2557230194166
2825,183.34770588050557
1179,83.7102606540026
3089,154.13329133852417
2789,123.36365980245242
3473,187.04155327573417
1457,83.87081094546059
2094,93.69848462493914
2316,95.38565406109208
614,11.385826758943551
2996,140.61373706831282
2518,138.16785860155528
3183,177.7181332072763
2561,105.31644581769709
1269,37.385468688413944
758,43.27185740279317
2358,116.02464464077295
2695,110.994363486119
3048,156.27474098803123
1984,145.749315246908
2075,122.06348823933875
2113,115.92823712622086
3493,193.7915591862346
